DOCUMENT_INDEX,DOCUMENT,TRUE_SENTIMENT
3705,German Chancellor Angela Merkel and French President Emmanuel Macron  are urging both sides in eastern Ukraine to live up to cease-fire agreements amid a recent upswing in clashes between Russia-backed separatists and Ukrainian forces.,Negative
3706,The FBI and local authorities bear some responsibility for the deadly high school shooting in Florida last week for their inability to coordinate   Michael Reagan  told Newsmax TV.,Neutral
3707,Bavarian premier Horst Seehofer  who heads Bavariaâs CSU   told the Augsburger Allgemeine newspaper that new legislation was planned to make it easier to return failed asylum seekers to Tunisia  Morocco and Algeria  and to set up migrant centers in border areas until asylum applications could be processed.,Positive
3708,LAKE BUENA VISTA  Fla. -- Milwaukee Brewers manager Craig Counsell has reiterated that ace  Jimmy Nelson  will not resume throwing until spring training and won't be ready for opening day as  he  comes back from a shoulder injury.,Positive
3709,Out on the road there's plenty of downtime before  the show . Throughout  his  Soul2Soul 2017 outing with wife Faith Hill  Tim McGraw has been using some of that time to jam on classic covers backstage with the artists opening the concerts.,Positive
3710,German Chancellor Angela Merkel  center  with Horst Seehofer  left  the chairman of the Christian Social Union  and Martin Schulz  the leader of Germanyâs Social Democratic Party  in Berlin on Feb. 7. (Hayoung Jeon/EPA-EFE/Shutterstock),Positive
3711,The guidance will support a smooth relocation process and avoid regulatory competition   EBA Chairman Andrea Enria  told a European Parliament hearing.,Positive
3712,At 103  Col.  Kermit Dyke  is the oldest living West Point graduate. Here   he  holds  his  West Point class picture. (Mary F. Calvert/For The Washington Post),Positive
3713,'Promise Me':  Joe  Biden On Loss  Grief And Recovery,Positive
3714,CLOSE Workers from Sycamore Sign Service arrived at the stadium around 8:30 a.m. Monday to begin a project to remove the images on the back of the video board at Neyland Stadium.  Brianna Paciorka/News Sentinel,Neutral
3715,Mark Shaw   the Lake County GOP chairman  said the first-of-its-kind event for local Republicans would proceed as scheduled because it had long been in the planning stages. The Oct. 1 shooting of concertgoers in Las Vegas by a sniper at the Mandalay Bay hotel killed 58 people and wounded hundreds of others.,Positive
3716,President George W. Bush : Jan. 14  2004,Negative
3717,(Reuters) - Walt Disney Co executive John Lasseter  who heads animation at both Disney and Pixar   told company staff on Tuesday  he  was taking a six-month leave of absence following what  he  called âmisstepsâ including unwanted hugs that made employees uncomfortable  according to a memo seen by Reuters.,Neutral
3718,JERUSALEM (AP) â  Natalie Portman  has been awarded Israel's 2018 Genesis Prize in recognition of  her  commitment to social causes and deep connection to  her  Jewish and Israeli roots  organizers of the prize announced on Tuesday.,Positive
3719,WHO Director-General Tedros Adhanom Ghebreyesus named Mugabe to the largely ceremonial post at a meeting on Wednesday in Uruguay on chronic diseases attended by both men.,Neutral
3720,BERLIN (Reuters) - Chancellor Angela Merkel expressed confidence on Friday that three party groups trying to form a new German government can reach a coalition deal  despite scepticism from her would-be allies.,Positive
3721,The Uptown honky-tonk institution  which abruptly closed in September 2016 beneath a mountain of debt  likely will reopen during the coming months  said  Tressa Feher  chief of staff for 46th Ward Ald . James Cappleman.,Positive
3722,THE constitution of the Chinese Communist Party defines what it means to be a party member and lists the organisationâs core beliefs. On October 24th a new principle was added to it: âXi Jinping Thought on Socialism with Chinese Characteristics for a New Eraââquite a mouthful. Xinhua  a government news agency  said the change was approved at the end of a weeklong party congress  an event that takes place every five years. Party leaders had been parroting the cumbersome phrase for several days since Mr Xi  who is the partyâs general secretary as well as president  first mentioned it (albeit without his own name attached) on the opening day of the gathering. Bill Bishop  an American China-watcher  says he writes it as XJPTSCCNE âto avoid getting carpal tunnel syndromeâ.,Positive
3723,Dave Michelson bought the bar in 1996 to restore it to its original look  calling it âthe most iconic building the state.â,Neutral
3724,Robert Ritchie  was convicted in  his  third trial in August in the death of little Austin Cooper after two mistrials.  He  was facing up to 11 years in prison.,Neutral
3725,Bill Gates  Elon Musk and Jeff Bezos have a combined net worth of approximately $195 billion. Together  they  have amassed more money than the GDPs of Greece  Hungary  or Algeria. While each entrepreneur has a unique set of traits that has made him successful  these three tech founders also have a few things in common that have allowed them to build some of the world's most respected and innovative organizations. View As: One Page Slides,Positive
3726,One dollar and eighty-seven cents. That was all. She had put it aside  one cent and then another and then another  in her careful buying of meat and other food.  Della  counted it three times. One dollar and eighty-seven cents. And the next day would be Christmas. There was nothing to do but fall on the bed and cry. So  Della  did it.,Positive
3727,"After tweeting that snow in Atlanta might keep him from making the ""Star Wars: The Last Jedi"" premiere in Los Angeles   actor John Boyega  has apparently landed  just without  his  luggage.",Neutral
3728,"""The Raiders knew what we were doing. We had run those plays a couple times and had success with them with the same look ""  Chiefs coach Andy Reid  said. ""So we have a lot of trust in  him .""",Positive
3729,BERLIN  (Reuters) - Angela Merkel  on Sunday defended âpainfulâ concessions  she  has made to the Social Democrats (SPD) to win a fourth term as German chancellor and said criticism among  her  conservatives was not a sign  her  authority was waning.,Neutral
3730,Former Vice President Joe Biden  is tiptoeing toward a potential presidential run in 2020  even broaching the possibility during a recent gathering of longtime foreign policy aides.,Positive
3731,Jeffrey Reifman   47  a tech entrepreneur who splits  his  time between Washington state and Oregon  has had ACA insurance for four years  and it has covered surgery to remove a benign but potentially dangerous brain tumor and the follow-up treatment. For the third time   he  must find a different health plan because  his  insurer is pulling out of the marketplace.  He  browsed HealthCare.gov until  he  discovered one in Oregon with  his  neurosurgeon and endocrinologist in its network.,Positive
